split,index,rgb_path,depth_path,label_path
train,261,/content/drive/MyDrive/datosDescarga/images/train_00261.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00261.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00261.png
train,335,/content/drive/MyDrive/datosDescarga/images/train_00335.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00335.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00335.png
train,438,/content/drive/MyDrive/datosDescarga/images/train_00438.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00438.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00438.png
train,60,/content/drive/MyDrive/datosDescarga/images/train_00060.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00060.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00060.png
train,159,/content/drive/MyDrive/datosDescarga/images/train_00159.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00159.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00159.png
train,862,/content/drive/MyDrive/datosDescarga/images/train_00862.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00862.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00862.png
train,225,/content/drive/MyDrive/datosDescarga/images/train_00225.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00225.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00225.png
train,28,/content/drive/MyDrive/datosDescarga/images/train_00028.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00028.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00028.png
train,9,/content/drive/MyDrive/datosDescarga/images/train_00009.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00009.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00009.png
train,1287,/content/drive/MyDrive/datosDescarga/images/train_01287.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_01287.png,/content/drive/MyDrive/datosDescarga/labels_png/train_01287.png
train,705,/content/drive/MyDrive/datosDescarga/images/train_00705.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00705.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00705.png
train,827,/content/drive/MyDrive/datosDescarga/images/train_00827.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00827.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00827.png
train,706,/content/drive/MyDrive/datosDescarga/images/train_00706.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00706.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00706.png
train,897,/content/drive/MyDrive/datosDescarga/images/train_00897.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00897.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00897.png
train,576,/content/drive/MyDrive/datosDescarga/images/train_00576.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00576.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00576.png
train,1057,/content/drive/MyDrive/datosDescarga/images/train_01057.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_01057.png,/content/drive/MyDrive/datosDescarga/labels_png/train_01057.png
train,551,/content/drive/MyDrive/datosDescarga/images/train_00551.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00551.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00551.png
train,773,/content/drive/MyDrive/datosDescarga/images/train_00773.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00773.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00773.png
train,1084,/content/drive/MyDrive/datosDescarga/images/train_01084.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_01084.png,/content/drive/MyDrive/datosDescarga/labels_png/train_01084.png
train,1122,/content/drive/MyDrive/datosDescarga/images/train_01122.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_01122.png,/content/drive/MyDrive/datosDescarga/labels_png/train_01122.png
train,1245,/content/drive/MyDrive/datosDescarga/images/train_01245.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_01245.png,/content/drive/MyDrive/datosDescarga/labels_png/train_01245.png
train,1339,/content/drive/MyDrive/datosDescarga/images/train_01339.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_01339.png,/content/drive/MyDrive/datosDescarga/labels_png/train_01339.png
train,558,/content/drive/MyDrive/datosDescarga/images/train_00558.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00558.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00558.png
train,1193,/content/drive/MyDrive/datosDescarga/images/train_01193.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_01193.png,/content/drive/MyDrive/datosDescarga/labels_png/train_01193.png
train,500,/content/drive/MyDrive/datosDescarga/images/train_00500.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00500.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00500.png
train,205,/content/drive/MyDrive/datosDescarga/images/train_00205.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00205.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00205.png
train,354,/content/drive/MyDrive/datosDescarga/images/train_00354.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00354.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00354.png
train,1062,/content/drive/MyDrive/datosDescarga/images/train_01062.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_01062.png,/content/drive/MyDrive/datosDescarga/labels_png/train_01062.png
train,1082,/content/drive/MyDrive/datosDescarga/images/train_01082.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_01082.png,/content/drive/MyDrive/datosDescarga/labels_png/train_01082.png
train,604,/content/drive/MyDrive/datosDescarga/images/train_00604.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00604.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00604.png
train,188,/content/drive/MyDrive/datosDescarga/images/train_00188.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00188.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00188.png
train,767,/content/drive/MyDrive/datosDescarga/images/train_00767.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00767.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00767.png
train,1434,/content/drive/MyDrive/datosDescarga/images/train_01434.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_01434.png,/content/drive/MyDrive/datosDescarga/labels_png/train_01434.png
train,310,/content/drive/MyDrive/datosDescarga/images/train_00310.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00310.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00310.png
train,537,/content/drive/MyDrive/datosDescarga/images/train_00537.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00537.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00537.png
train,367,/content/drive/MyDrive/datosDescarga/images/train_00367.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00367.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00367.png
train,875,/content/drive/MyDrive/datosDescarga/images/train_00875.png,/content/drive/MyDrive/datosDescarga/depths_png16mm/train_00875.png,/content/drive/MyDrive/datosDescarga/labels_png/train_00875.png
